❤❤❤GRAND OPENING SPECIAL (ORIENTAL SPA) 770-573-7372,https://atlanta.craigslist.org/nat/thp/d/grand-opening-special/6419841211.html,"Villa,Rica","GRAND OPENING SPECIAL $49.95 1st hour*****NEW GORGEOUS ASIAN STAFF*****ENJOY A GREAT PROFESSIONAL MASSAGE THERAPY SESSIONBrand New establishment. Come in and relax with us.OPEN DAILY: Mon-Sat 9:30am~9:30pmSun 10:30am-7:00pm125 Commons Way, Suite 204, Villa Rica, GA 30180Walk-ins Welcomed ! About Our Services: * Full body massage * Foot Reflexology Massage* Deep Tissue / Soft Tissue Massage* Hot Stone Therapy Massage* Four hands Massage * Couples Massage Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.",2017-12-10 10:08:47,33.717300,-84.929700,125 Commons Way,2017-12-11 09:25:56.500208,CL1
★☆★☆★REFRESHING ! AN UNFORGETTABLE ASIAN BODYWORK,https://atlanta.craigslist.org/atl/thp/d/refreshing-an-unforgettable/6420077132.html,"Roswell,Alpharetta",[[ ____VERY_NICE!_ Relaxing_Chinese Bodywork ____ ]]Congratulations! you have already found the best Staffin Atlanta . GA ! show contact info10:00am-10:00pm 7 daysDeep Tissue / Swedish / Back Walking/Table Shower & Hot stoneIf you would like a Relaxing Bodywork by ProfessionalAsian Staff Come and Experience a Perfect Bodywork.Body Massage :*** $40/30mins ****** $50/60mins ****** $80/90min ***Foot Reflexology*** 30Mins/$20 ****** 60min /$30 ***welcome walk in11060 Alpharetta Hwy suite 114 Roswell GA 30076    ,2017-12-10 13:27:41,34.021300,-84.310400,,2017-12-11 09:25:57.280928,CL1
========== ðŸ’— =========== GG SPA: 404-907-4699   ======= ðŸ’— ======,https://atlanta.craigslist.org/atl/thp/d/gg-spa/6420059263.html,"Buckhead,Midtown,Downtown","((( GG Spa )))***BETTER RELAXATION 4 U***  3149 E Shadowlawn Ave NE, Atlanta, GA 30305 Come and enjoy a totally relaxing momentWe offer various relaxation service to suit your individual needs  show contact info Body to Soul: We heal you all over 24/7 Always be with youBeautiful  Global Staff are waiting 4 UFree Table Shower! DIRECTION: CLICK ",2017-12-10 13:13:37,33.841012,-84.374146,3149 E Shadowlawn Ave NE,2017-12-11 09:25:58.120439,CL1
"ğŸ”´ğŸ”´Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6420049777.html,"Norcross,Duluth,Doraville,Johns,Creek",---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,2017-12-10 13:06:22,33.950569,-84.197481,5245 Buford Hwy,2017-12-11 09:25:59.060875,CL1
〓〓〓$49 〓〓〓SPECIAL 〓〓,https://atlanta.craigslist.org/nat/thp/d/49-special/6420020919.html,"Atlanta,Road,Suite,K","Grand Opening -- Elite Hands Massage by Experienced Professional Licensed TherapistsElite Hands MassageFirst timers can get a body massage (1 hour) for $49Olde Town Center216 Atlanta Road, Suite K, Cummings ,GA 30040Tel: show contact infoMon-Sat 10:30am - 10:00pmSunday 11:00am - 9:30pm",2017-12-10 12:44:03,34.204269,-84.136305,216 Atlanta Road,2017-12-11 09:25:59.986940,CL1
❤Summer Special Discount ❤678-401-2608 ❤A1 Massage❤,https://atlanta.craigslist.org/atl/thp/d/summer-special-discounta1/6420005803.html,"Smyrna,Marietta,Roswell,Atlanta","  Welcome to A1 Massage Grand Opening     Summer Special Discount $50/Hr Body Massage    Please Call  show contact info   Location: 2620 Cobb Pkwy SE, Ste 2A, Smyrna, GA 30080",2017-12-10 12:32:13,33.903084,-84.488983,2620 Cobb Pkwy SE Ste 2A,2017-12-11 09:26:00.794985,CL1
M4M RELAXING FULL BODY MASSAGE MALE 4 MALE,https://atlanta.craigslist.org/atl/thp/d/m4m-relaxing-full-body/6420001708.html,"East,Marietta","I welcome you to experience the awesomeness of my massage service. I work on straight, bi, gay and curious married gentlemen. I never discriminate by age, weight or looks. All my clients are given 5 star treatment. Your session includes heated massage table,warm lotion, and shower available with hot towel all in a smoke free home. I'm very intuitive and know exactly what a man needs and offers deep to gentle modalities. You will discover a sense of bliss and relaxation both physically and emotionally. I have many repeat clients and would love to meet you soon.(Draping optional), Seniors welcome. CASH/CREDIT   Hours 10am-11pm daily     Rates 60 minutes $80                                                                                   90 minutes $110Outcalls add $25.     Call/ Text  show contact info",2017-12-10 12:29:04,33.928200,-84.473300,,2017-12-11 09:26:01.607613,CL1
Far East Masssage - CL SPECIAL! Get 20% off - Far East Massage,https://atlanta.craigslist.org/nat/thp/d/far-east-masssage-cl-special/6419996875.html,"Holly,Springs,Woodstock,Town,Lake","Far East Massage $59.99 1 hour Full Body MassageSave with an Appointment when you mention this AD and get 20% off a one hour massage - Call Ahead  show contact infoProfessional Therapists waiting to assist youFor relaxation or for a variety of health conditions:  - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you - Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Located within the Publix Plaza next to Subway @ East Cherokee and Old Hwy 5 6234 Old Hwy 5, Woodstock, Ga. 30188 Suite D-8ALL Major Credit Cards, Cash, NO CHECKSEXTENDED HOURS!!9:30a - 10:00p Mon thru Sat. 10:00a - 8:00p Sun	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 ",2017-12-10 12:25:12,34.130812,-84.498521,6234 old Highway 5,2017-12-11 09:26:02.674570,CL1
Great Massage.ðŸŒ¹ðŸŒ·ðŸŒ¹& 2nd location is Health Massage,https://atlanta.craigslist.org/nat/thp/d/great-massage-2nd-location-is/6419994783.html,"google,map","Store hours: 10:00am to 10:00pmOpen 7 days a weekOne hour $60. Half hour $40.Couples Massage .Full Body Massage .Deep Tissue /Soft Tissue.Hot stone Therapy Massage .Free Shower .Sauna.Appointment and Walk-In AvailableGreat Massage1408 Atlanta Hwy,C'umming GA 30040show contact infoHealth Massage1240 Buford Hwy Suite130,C'umming GA 30041show contact info",2017-12-10 12:23:32,34.232100,-84.158000,,2017-12-11 09:26:03.676602,CL1
"Cozy Massage At Lanier, Now Open for Suwanee, Buford, Lawrenceville",https://atlanta.craigslist.org/nat/thp/d/cozy-massage-at-lanier-now/6419981595.html,"Buford,Lanier","Cozy Massage Is Now Open! Serving Lawrenceville, Buford, Suwanee, Lanier, Oak & wood, Flowery Branch & Gainesville.Appointment acceptable OR Walk-ins WelcomeWe provide the utmost professional massage services in the town. Friendly nice Asian Staffs. Our clean, comfortable service room and professional therapists will get rid of your stress fast! Come and Relax Visa, Master Card and Cash Accepted.Cozy RoomsRelaxing Service Professional Massage Therapists ""Grand Opening! 4850 Golden Parkway, Buford 30518. Exit 8 on I-985 N. Left on Friendship Road. Cozy Massage is in the Publix Shopping Center on Right, at 1st traffic light""Tel:  show contact infoCozy Massage: WHAT RELAXING MASSAGE MEANT TO BE!",2017-12-10 12:12:50,34.141646,-83.950825,4850 Golden Parkway,2017-12-11 09:26:04.566986,CL1
Moon Message 1 Hour Body Massage ONLY $49.99 Call 470-290-9583,https://atlanta.craigslist.org/atl/thp/d/moon-message-1-hour-body/6419976295.html,Norcross,"Grand Opening ""Moon Massage"" Best Massage in Town !!!!!We are professional trained Asian Massage Therapist.Brand New establishment. Therapeutic massage service. Come in to relax with us.We are open 7 days: Mon-Sun 9:30am - 10:30p.mPhone:  show contact infoAddress: 5440 Buford Highway, Norcross, Ga 30071Walk-in Welcomed ! Our Service: Full body oil massage only $49.99Foot Reflexology MassageDeep Tissue / Soft Tissue MassageHot Stone Therapy MassageFour hands Massage only $99.99Couples Massage only $99.99Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.    ",2017-12-10 12:08:43,33.945792,-84.202650,5440 Buford Highway,2017-12-11 09:26:05.278142,CL1
"MASSAGE PRO (Alpharetta / Johns Creek / Suwanee, Peachtree Pkwy. 141 )",https://atlanta.craigslist.org/nat/thp/d/massage-pro-alpharetta-johns/6419972477.html,,Now is the time to pamper yourself!Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassagePrivate Shower For Your ConvenienceMassage Pro3105 Peachtree Parkway Suite 103 (141) Exit 13 on Ga 400show contact infowww.massageproga.com    ,2017-12-10 12:05:51,34.042500,-84.026200,Peachtree Parkway at Bride Ridge Dr,2017-12-11 09:26:06.102699,CL1
"SUNSET MASSAGE, 470­-297-­4757 Exit 13 off 400 141",https://atlanta.craigslist.org/nat/thp/d/sunset-massageexit-13-off/6419971595.html,"google,map",Now is the time to pamper yourself!One Hour $60. One Half Hour $40.Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassageSunset Massage1595 Peachtree Parkway Suite 201 (141) Exit 13 on Ga 400sunsetmassagega.com    ,2017-12-10 12:05:11,34.123707,-84.170594,Peachtree Pky at Sharon Rd,2017-12-11 09:26:06.978068,CL1
TAIJI Massage. Well Trained therapists for truly Relaxing experience (,https://atlanta.craigslist.org/atl/thp/d/taiji-massage-well-trained/6419969615.html,"Sandy,Springs","Come try our TaiJi Massage, combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. You will get from our well trained therapists a truly relaxing massage - enhanced oxygenated blood flow which repairs & regenerates tissues; relaxes, reinvigorates your muscles and helps release endorphins which makes you feel good.Try us out (we have new therapists) & GET A TRULY LIFTING & RELAXING EXPERIENCE. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.Address: 6427 Roswell Road, Suite C, Sandy Springs, GA 30328. Tel:  show contact info.    ",2017-12-10 12:03:39,33.930204,-84.378691,Roswell Road at Vernon woods drive,2017-12-11 09:26:07.671132,CL1
★ Massage Inspire Best Foot and Body Massage Sandy Plains East Cobb ★,https://atlanta.craigslist.org/nat/thp/d/massage-inspire-best-foot-and/6419960102.html,"Marietta,GA","Massage Inspire brings the best foot and body massage to the East Cobb. We work to provide you with the most comfortable and easing experience here in Massage Inspire, beginning with our reclining massage chairs. We want to ensure that your stay here is worry free and leisurely, providing a clean and soothing environment for our customers. Massage Inspire offers a large variety of massages for you to choose from, from our renowned hot stone massage to our stress-freeing foot massage which are all available in couple rooms as well.Deep Tissue, Swedish, Hot Stone, Sports, and Foot MassageMonday - Saturday 10:00am - 9:30pm Sunday 12:00pm - 8:30pm2745 Sandy Plains Road Marietta GA 30066Near Marietta, Sandy Springs, Dunwoody in East Cobb www.massageinspire.com  show contact infotag: massage, swedish massage, deep tissue massage, reflexology, hot stone therapy, sports massages, asian massage, chinese massagetag: Dunwoody, GA North Atlanta, GA Chamblee, GA Doraville, GA Roswell, GA Smyrna, GA North Druid Hills, GA Norcross, GA Marietta, GA North Decatur, GA Druid Hills, GA Tucker, GA Mountain Park, GA Decatur, GA Alpharetta, GA    ",2017-12-10 11:56:04,34.016180,-84.493100,2745 Sandy Plains Road,2017-12-11 09:26:08.469934,CL1
"Massage Nova - New Location Grand Opening:  90mins/$70,  2hrs/$90",https://atlanta.craigslist.org/atl/thp/d/massage-nova-new-location/6419952768.html,Roswell,"Great Location! Great Massages! Great Prices!!!Body Massages: 1hr/$50, 90mins/$70, 2hrs/$90(Swedish, Deep Tissue, Chinese Tui-Na, Shiatsu, Sports Massage,...)Foot Massage (Reflexology): 30mins/$20, 1hr/$30900 Mansell Rd. #16Roswell, GA 30076(Mansell Oaks Shopping Center)Open Hours:Mon - Sat: 10am - 10pmSunday:     12pm - 10pmTel:  show contact infoshow contact infoWalk-Ins Welcome!",2017-12-10 11:49:59,34.042830,-84.334837,900 Mansell Rd.,2017-12-11 09:26:09.160380,CL1
ViVi Massage $49.99 Special,https://atlanta.craigslist.org/atl/thp/d/vivi-massage-4999-special/6419946431.html,catersville,"Cartersville 1237 Joe Frank Harris ParkwayGoing North on 41 Make a U-Turn at the Cartersville DDSLocated in The Ideal Center complexPricing Massage: Soft, Medium, Hard Therapy all at the same Price30 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... . .. . .. . .. $40.0060 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $50.0090 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $80.00120 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$100.0060 Minute Foot Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$40.0030/30 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$50.0060/60 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$90.004 Hand One Hour. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ...$100.00	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00    ",2017-12-10 11:44:32,34.220539,-84.848937,1237 joe frank harris pkwy,2017-12-11 09:26:10.257916,CL1
*** Best Massage in North Ga. *** $49.99 !!!,https://atlanta.craigslist.org/atl/thp/d/best-massage-in-north-ga-4999/6419945385.html,adairsville,"Professional Therapists are available here for relaxation or for a variety of health conditions:1. Back pain2. Stress relief and stress-related conditions,3. Building Immunity.4. Migraines5. Muscle and related conditions such as spasms, strains and sprains6. Circulatory and respiratory problemsWarm, Clean Atmosphere awaits you - Men and Women.We pride ourselves in being the Who's Who in Massage Therapy, if you're not satisfied, please let us know!!We take all Major Credit Cards.North West GA, Cartersville, Dalton, Adairsville, Calhoun Please make an appointment for the last hour.The VERY BEST MASSAGE in North Ga. 5134 JF Harris Parkway (41 North) Adairsville, Ga. 30103Open Mon-Sat 10:00 AM to 10:00 PM and Sunday 11:00AM to 7:00PMPlease call for appointments  show contact infotext or call  show contact info -- Walk in Welcome    ",2017-12-10 11:43:37,34.343046,-84.909545,5134 joe frank harris pkwy,2017-12-11 09:26:11.051859,CL1
Delightful Spa,https://atlanta.craigslist.org/nat/thp/d/delightful-spa/6419936179.html,Roswell,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    ",2017-12-10 11:35:50,34.061923,-84.405972,1470 Woodstock Rd,2017-12-11 09:26:11.832866,CL1
❀❀-$49.99/hour--BEST Asian Massage--Grand Opening-❀❀,https://atlanta.craigslist.org/nat/thp/d/4999-hour-best-asian-massage/6419935415.html,"I,Exit,Kennesaw,Marietta,Woodstock","GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!Male & Female Massage TherapistWe give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 10:00am - 10:00pm Sunday: 12:00am - 10:00pmCall: show contact infoPlease visit our website: http://www.wellnessmassagehouse.comAddress:125 Ernest w Barrett Parkway,Unit #110, Marietta, GA 30066(Across from Stein mart & behind Chase Bank Next to QT gas station)See you soon!!!!!    ",2017-12-10 11:35:11,34.012898,-84.553463,125 Ernest W Barrett Pkwy NW,2017-12-11 09:26:12.616364,CL1
ðŸ’œðŸ’œ GRAND OPENING! -----BEST Asian Massage ðŸ’œðŸ’œ,https://atlanta.craigslist.org/nat/thp/d/grand-opening-best-asian/6419934263.html,"Roswell,Alpharetta","GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!We give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 9:30 am - 9:30 pm Sunday: 11:00 am - 9:30 pmCall:  show contact info",2017-12-10 11:34:10,34.021160,-84.317783,,2017-12-11 09:26:13.410952,CL1
ðŸ”´ðŸ”µ Female & Male ðŸ”´ðŸ”µ$10 OFF ðŸ”´,https://atlanta.craigslist.org/atl/thp/d/female-male-10-off/6419927603.html,"Fulton,Industrial,Blvd,Camp,Creek,Pkwy","Welcome to Ceder Massage, your local professional massage service located at 6035 Bakers Ferry Rd, #230, Atlanta, GA 30336Service : Soft massageKneading MassageSwedish massage, Deep tissue Massage, Hot Stone Massage, Reflexology, Pregnancy Massage, four hands massage and Couples Massage etc.Are you feeling stressed today? We welcome you to come in and experience the most relaxing massage in a very clean and quiet setting.accept payment in cash or credit card.6035 Bakers Ferry Road Southwest , Atlanta, GATEL: show contact infoWaiting for your arrival",2017-12-10 11:28:35,33.729007,-84.572965,"6035 Bakers Ferry Rd ,",2017-12-11 09:26:14.241083,CL1
,https://atlanta.craigslist.org/atl/thp/d/10-off-grand-opening-table/6419920954.html,, , ,,,,2017-12-11 09:26:15.152144,CL1
"""THE BEST"" MASSAGE THERAPY BY BELINDA",https://atlanta.craigslist.org/sat/thp/d/the-best-massage-therapy-by/6419920419.html,"RIVERDALE,AIRPORT","I am a professional licensed Massage Therapist who loves and enjoys what I do. I have a professional and clean spa set-up with a professional massage table, soothing spa music and an aromatherapy scented room.My goal is help relieve you from everyday life stresses and bring you to total relaxation and escape from whatever problems you have while you are in my hands.  Massage isn't just a luxury, it's a necessity and very beneficial for your health and wellness.  Some benefits include relaxation, stress relief, pain management, lower blood pressure, improved circulation, increased range of motion, and decreased depression, relief of muscle tension and more.Modalities provided are Swedish, Deep Tissue, Sports, Trigger Point, Myofascial Release, Ashiatsu, Aromatherapy, Prenatal, and can be customized for your needs and wants. Upgrades available- Aromatherapy, Deep Muscle Therapy, and Sugar Foot Scrub.Sessions available are 60, 90, and 120 minutes.  Incall prices $60.00 and up. Outcall is available for prices starting at $125.00 plus hotel parking.If you are in Atlanta on a business trip and would like a Massage Therapist, I'm here for you.  I'm very close to the Atlanta airport and hotels.Hours: Mon - Wed 8am to 10pm; Thurs - Sat 8am to 11pm; Sun - 9am to 10pm. Please call at least one hour in advance for an appointment.... Thank you and I look forward to taking care of you.Please call during my business hours and be professional and respectful.  No blocked caller ID's.  No text or emails please. Thanks youCall Belinda at  show contact info to set up an appointment.",2017-12-10 11:22:36,,,,2017-12-11 09:26:15.927643,CL1
Desired Touch full body massage 7 days a week,https://atlanta.craigslist.org/nat/thp/d/desired-touch-full-body/6419916040.html,Lawrenceville,"Desired Touch Full body massage 7 days a week in (Lawrenceville ) come in  out the cold and enjoy a nice heated massage table relax release and rejuvenate,  I'll have you fallen asleep you'll be so relaxed. MASSAGE is  done by female therapists who are experience and friendly .I have clean linen soothing music or calm quiet your choice of oils or lotions we specialize in all types of massage my place is non commercial incall only with Alicia  show contact info. There's never a wait please try to book your appointment an hour in advance  I have an early bird special take $10 off the hour massage. Half hour session is 45.00  hour session is $60   90$ minutes $90 I have a VIP package that includes full body massage manscaping and body scrub for 175.  Four hand massage done on the weekend only 150.00 showers are available  too. BLOCKED calls won't be answered please try to book your appointment an hour in advance. I don't discriminate age or race . Temporary hours Monday -Thursday 1:30am - 2:00 pm  Friday 1:30 am  until I'm done  show contact info   I doubt you'll be be disappointed can't wait to see you.",2017-12-10 11:18:46,,,,2017-12-11 09:26:16.942477,CL1
,https://atlanta.craigslist.org/wat/thp/d/new-staff-femalemale-special/6419897616.html,, , ,,,,2017-12-11 09:26:17.968492,CL1
❤Grand Opening Special Discount $10 Off & Free Shower❤,https://atlanta.craigslist.org/nat/thp/d/grand-opening-special/6419895405.html,"Alpharetta,Johns,Creek,Roswell,Duluth","    Grand Opening~~Healthy Massage    Special Offer: Body Massage $10 Off and Free Table Shower   show contact info   Location #1: 875 North Main St, Ste 352, Alpharetta, GA 30009   show contact info   Location #2: 3710 Old Milton Pkwy, Ste 105, Alpharetta, GA 30005  Please Click here to View our Website!",2017-12-10 11:00:52,34.093166,-84.279621,"875 North Main St, Ste 352",2017-12-11 09:26:18.763174,CL1
NEW MASSAGE THERAPIST COMING !!!!!,https://atlanta.craigslist.org/eat/thp/d/new-massage-therapist-coming/6419887262.html,"U,S,HWY","nter> === BD  Massage  ==== Open 7 days: 10 am --- 9 pm 1575 lawrenceville  hwy  Suite E   lawrenceville GA 30044 Call :  show contact info for Appt, or Walk-inOur Treatments by LMT Include:Deep Tissue, Acupressure Foot massage ,Back walking 4HANDS  MASSAGCOUPLE MASSAGE***** FREE SHOWER *****Regular Professional Massage: $60/hour, Four Hands Massage: $120/hour Couple: $120/Hour Foot massage $40/hr ",2017-12-10 10:53:34,33.941800,-84.070600,U.S.29 HWY,2017-12-11 09:26:19.454665,CL1
BD  Oriental Massage                 CaLL **762*217*6786**,https://atlanta.craigslist.org/atl/thp/d/bd-oriental-massage-call/6419884193.html,ATLANTA," ==== BD  Oriental Massage ==== Open 7 days a week: Business hours :10 am ---  9 pm 1525 e park pl. blvd stone mountain ga 30087 Call : show contact info for Appt, or Walk-inDeep Tissue,   Acupressure Foot massage Back walking swedish massageshiatsu massageRegular Professional Massage  Four Hands Massage:  **** ** FREE SHOWER  ** ***** ",2017-12-10 10:50:38,33.764965,-84.184998,1525 e park pl. blvd..,2017-12-11 09:26:20.142816,CL1
Aisan massage in woodstock (HWY92/Woodstock/roswell/kennesaw),https://atlanta.craigslist.org/nat/thp/d/aisan-massage-in-woodstock/6419880316.html,"village,center,dr","Welcome to DAILY MASSAGEopen 7days, 9 am to 9 pm.CALL  show contact info300 village center dr suite 110 woodstock ga 30188(by aldi and advanced auto parts)we provide comfortable and clean private room.Experience our relaxing chinese massage)we also offer M4M massageOur treatments include:*Full Body Massage*Foot Massage*Deep Tissuse*soft tissue*knee massage*chair massage***4 HANDS massageFREE HOT STONE added to any massage.Come give us a tryCALL us at  show contact info",2017-12-10 10:46:58,34.087209,-84.467438,300 village center dr suite 110,2017-12-11 09:26:20.863485,CL1
LAN SPA MASSAGE,https://atlanta.craigslist.org/atl/thp/d/lan-spa-massage/6419880141.html,"Eagles,Landing,Pkwy,Stockbridge,GA","   ---Grand Opening--Lan Spa Massage---   We Offer : 1.Full body massage2.Deep tissue/ soft tissue3.Hot stone therapy massage4.Back-Walking Massage5.Foot massage6.Combo massageWe accept cash and credit cardsPlease call us :  show contact infoOpen 7 days 10:00AM-10:00PMAppointment and Walk-ins WELCOME 618 Eagles Landing Pkwy, Stockbridge, GA 30281     ",2017-12-10 10:46:48,33.517032,-84.204476,618 Eagles Landing Pkwy,2017-12-11 09:26:21.651942,CL1
★★ Best Foot Forward ★★ 770-586-0011,https://atlanta.craigslist.org/atl/thp/d/best-foot-forward/6419872072.html,"E,May,St,A,Winder","  Massage $10 off  only for back massage, 10am - 1pm  (appointment only)  Open 7 Days a Week :10am - 10pm  Foot Massage  Back Massage  Combo Massage   Chair Massage  Gift Card Available We offer Foot massage, Back massage, Combo and Chair massage. Conveniently located at winder, GA, stop in on your way home and take a well-deserved break in the middle of the day!  Address:64 E. May St. #A Winder, GA 30680website: https://bestfootmassage.wixsite.com/bestfootforward Appointment and Walk-ins WELCOMETel:  show contact info",2017-12-10 10:39:15,33.987612,-83.717650,64 E May st,2017-12-11 09:26:22.428437,CL1
20% off for Body Massage-Grand Opening- Spa 18     Tel:678-712-3357,https://atlanta.craigslist.org/atl/thp/d/20-off-for-body-massage-grand/6419869412.html,CHAMBLEE," Grand Opening - 4/18/201720% Off (only for body masssage)  Open 7 Days a Week :9am - 9pm Body Massage  Reflexology Foot Massage  Acupuncture  Cupping  Scraping   Acupressure Healing  Massage Hypnosis  Meridian Circulation Electrotherapy  Detox  Combo Massage  Gift Card Available Busy people should take a break and go to a massage spa. It can be a place to pamper yourself, to chill out, relax, recharge, reflect or re-energize. Massage spas cater to a range of health promoting experiences.Store is walk-ins welcome or appointment. We are open 7 days a week.  Address:4300 Buford Hwy Suite 205 Chamblee, GA 30345Tel:  show contact infowww.gotospa18.comwww.gotoyini.comaddress: 4997 Buford hwy chamblee ga 30341 tel; show contact info ",2017-12-10 10:36:46,33.868450,-84.300230,4300 Buford Hwy Suite 205,2017-12-11 09:26:23.363979,CL1
▇▇New sweet  Asian staff just arrived for▇▇Only$39.99/hr,https://atlanta.craigslist.org/nat/thp/d/new-sweet-asian-staff-just/6419868067.html,"Roswell,Alpharetta,Johns,Creek,Marietta","AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! ",2017-12-10 10:35:27,34.054348,-84.329199,11235 Alpharetta Hwy,2017-12-11 09:26:24.182217,CL1
only $75 for 2 hours massage (1 hour body & 1 hour foot),https://atlanta.craigslist.org/atl/thp/d/only-75-for-2-hours-massage-1/6419865512.html,chamblee,"Open 7 Days a Week :9am - 9pm .Tel: show contact info Body Massage  Reflexology Foot Massage  Acupuncture  Cupping  Scraping  Acupressure Healing  Massage Hypnosis  Meridian Circulation Electrotherapy  Detox  Combo Massage  Gift Card Available  Busy people should take a break and go to a massage spa.It can be a place to pamper yourself, to chill out, relax, recharge, reflect or re-energize. Massage spas cater to a range of health promoting experiences.Store is walk-ins welcome or appointment. We are open 7 days a week.",2017-12-10 10:33:02,33.888431,-84.286707,4997 buford highway,2017-12-11 09:26:25.122897,CL1
