index,ad,header,url,location,ad timestamp,lat,long,address,scrape_timestamp,datasource
833, ,,https://atlanta.craigslist.org/sat/thp/d/experience-the-difference/6421313322.html,, ,,,,26:54.9,CL1
834, ,,https://atlanta.craigslist.org/nat/thp/d/asian-massage-40-new-staff/6421312900.html,, ,,,,27:05.3,CL1
835, ,,https://atlanta.craigslist.org/nat/thp/d/10-off-mon-fri-new-staff-10/6421311658.html,, ,,,,27:15.6,CL1
836, ,,https://atlanta.craigslist.org/sat/thp/d/b2b-and-nuru-specials-all-dec/6421004942.html,, ,,,,27:26.0,CL1
837,"I offer a variety of massages to include legs, back, shoulders, swedish and deep-tissue just to name a few  Schedule your appointment today.  show contact info! Men, Women, and Couples Welcome! Outcalls available! BENEFITS OF MASSAGE : Reducing stress, pain and muscle tension.AnxietyDigestive disordersFibromyalgiaHeadachesInsomnia related to stressRelaxing Peaceful Healing and much more. Thanks In Advance!    ",Massage By Bella,https://atlanta.craigslist.org/sat/thp/d/massage-by-bella/6421019987.html,Riverdale,12/11/2017 10:07,33.4944,-84.3797,,27:36.4,CL1
838,"Professional Reliable Highly Skilled and Trained. A true licensed massage therapist for 11 years with next level skills I'm very In tuned. It's more than a massage it's an experience. A true oasis sure to send you on a mental vacation!Most Popular Service""Total Body Relaxation""30min $6530min Signature $801hr $1001hr Signature $13090min $15090min Signature $1602hrs also available Full Body Wash/Scrub w/massage 30min $801hr $120 90min $140Foot Bath/Scrub w/reflexology 30min $3540min $45 P.s Thai stretching, Hot Stones,Hot towel treatment, Back walking, Couples, Four Hands, Chair Massages, and/or Aroma therapy also availableText 1stCall, if no response within 10mins Available Now TEXT  show contact infoAsk For Yanni Office Airport ParkVirginia Ave College Park 30337Safe Clean and Cozy private location.show contact info",Hands of a real Goddess...Highly Skilled and Reliable,https://atlanta.craigslist.org/sat/thp/d/hands-of-real-goddesshighly/6421303122.html,"Virginia,Ave",12/11/2017 13:00,,,,27:47.0,CL1
839,"Hi Im London the magic hand therapist! I offer calming massage.I am professional, kind and considered of each client's needs. I offer Swedish, deep tissue, not stone, Thai stretching.. to relax, relieve your body aches and energize mind and body. (text for more info)   show contact infoWelcome to call or text anytime! Hope to be of service soon!    ",Ebony Beauty Relaxing massage,https://atlanta.craigslist.org/sat/thp/d/ebony-beauty-relaxing-massage/6420990111.html,Riverdale,12/11/2017 9:44,33.5531,-84.4003,,27:57.9,CL1
840,"Grand Opening ""Moon Massage"" Best Massage in Town !!!!!We are professional trained Asian Massage Therapist.Brand New establishment. Therapeutic massage service. Come in to relax with us.We are open 7 days: Mon-Sun 9:30am - 10:30p.mPhone:  show contact infoAddress: 5440 Buford Highway, Norcross, Ga 30071Walk-in Welcomed ! Our Service: Full body oil massage only $49.99Foot Reflexology MassageDeep Tissue / Soft Tissue MassageHot Stone Therapy MassageFour hands Massage only $99.99Couples Massage only $99.99Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.    ",Moon Message 1 Hour Body Massage ONLY $49.99 Call 470-290-9583,https://atlanta.craigslist.org/atl/thp/d/moon-message-1-hour-body/6421302347.html,Norcross,12/11/2017 13:00,33.945792,-84.20265,5440 Buford Highway,28:08.2,CL1
841,"Thanks, so much for inquiring.  Experienced for 5 years in Thai, Swedish, Deep tissue, Sports and CranioSacral Therapy.Table/Music/Water ProvidedMy Location:$120.00Your Location:$150.00BY APPOINTMENT ONLY. show contact info",MASSAGE BY LINDA (LMT),https://atlanta.craigslist.org/atl/thp/d/massage-by-linda-lmt/6421295874.html,Atlanta,12/11/2017 12:56,33.8236,-84.3214,,28:18.5,CL1
842,"Exclusive Massage  show contact info or  show contact infoWalk In's 3030 Holcomb Bridge, Norcross Ga ( call when outside for suite number)Small studio with off street parking, nice relaxation atmosphere and skilled therapists who specialize in Swedish, Light Touch & Deep Tissue Massage. Private Rooms and Complementary Water, Non-Scented OilsWe also do grooming (waxing or shaving)Monday thru Friday 10-7pm Some Weekends By Appointment ONLY! *** We are 10-20 minutes from Norcross, Buckhead, Perimeter, Roswell, Alpharetta, John's Creek, Midtown & Spaghetti Junction ****** We are 20-40 minutes from Stone Mountain, Marietta, Douglasville, Airport, Smyrna, Kennesaw, Buford, Snellville, Suwanee, and Lawerenceville ***    ","Exclusive Massage 3030 Holcomb Bridge, NORCROSS 10-7pm",https://atlanta.craigslist.org/nat/thp/d/exclusive-massage-3030/6421277665.html,"North,Atlanta,Norcross",12/11/2017 12:45,33.9381,-84.1972,Holcomb Bridge at Atlantic Street,28:28.7,CL1
843,"That's my picture, and I'm an experienced masseuse. I own my own shop, which has front parking or private parking in the back.Missy's Salon is at 3300 Peachtree Industrial Boulevard in Duluth.  Look for Miss Cindy's Dance Studio -- the Salon is next door.Call or text Missy at  show contact info (ask for Missy) to reserve a  private room.  Walk-ins are also welcome.Parking in the front of the Salon, or by a private door in the back.Open 6:00 am to 9:00 pm, seven days a week. Shower prior to visit for best experience. ",Asian Hands Massage -- $49/hr,https://atlanta.craigslist.org/nat/thp/d/asian-hands-massage-49-hr/6420899156.html,Duluth,12/11/2017 8:15,34.014938,-84.164994,3300 Peachtree Industrial Blvd,28:39.0,CL1
844,"Cozy Massage Is Now Open! Serving Lawrenceville, Buford, Suwanee, Lanier, Oak & wood, Flowery Branch & Gainesville.Appointment acceptable OR Walk-ins WelcomeWe provide the utmost professional massage services in the town. Friendly nice Asian Staffs. Our clean, comfortable service room and professional therapists will get rid of your stress fast! Come and Relax Visa, Master Card and Cash Accepted.Cozy RoomsRelaxing Service Professional Massage Therapists ""Grand Opening! 4850 Golden Parkway, Buford 30518. Exit 8 on I-985 N. Left on Friendship Road. Cozy Massage is in the Publix Shopping Center on Right, at 1st traffic light""Tel:  show contact infoCozy Massage: WHAT RELAXING MASSAGE MEANT TO BE!","Cozy Massage At Lanier, Now Open for Suwanee, Buford, Lawrenceville",https://atlanta.craigslist.org/nat/thp/d/cozy-massage-at-lanier-now/6421263096.html,"Buford,Lanier",12/11/2017 12:37,34.141646,-83.950825,4850 Golden Parkway,28:49.4,CL1
845,---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,"é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6421261718.html,"Norcross,Duluth,Doraville,Johns,Creek",12/11/2017 12:36,33.950569,-84.197481,5245 Buford Hwy,28:59.9,CL1
846,Stressed out? Not sleeping well? Neck & Shoulder tension from too much time on the computer? Low back pain or just want to be pampered? I can help! Call Sharon  show contact info I also accept Visa and MasterCard! Will be in my new Marietta location on Roswell rd as of 11/13/17!    ,A Blissful Massage To Remember! Back in metro Atlanta!,https://atlanta.craigslist.org/nat/thp/d/blissful-massage-to-remember/6421251505.html,Marietta,12/11/2017 12:31,33.978127,-84.437162,3823 Roswell rd,29:10.3,CL1
847,"If your seaching for total relaxation you've come to the right place2 hand massage: $50/30 mins, $65/45 mins and $80/60 minsOutcall: $70/30 mins $85/45 mins and $100/60 minsshow contact info Rain Now accepting payments of cash and cards    ",The Ultimate Massage,https://atlanta.craigslist.org/atl/thp/d/the-ultimate-massage/6421244186.html,"Stone,Mountain",12/11/2017 12:27,,,,29:20.5,CL1
848, ,,https://atlanta.craigslist.org/sat/thp/d/amazing-is-an-understatement/6420860799.html,, ,,,,29:30.8,CL1
849,"Massage Inspire brings the best foot and body massage to the East Cobb. We work to provide you with the most comfortable and easing experience here in Massage Inspire, beginning with our reclining massage chairs. We want to ensure that your stay here is worry free and leisurely, providing a clean and soothing environment for our customers. Massage Inspire offers a large variety of massages for you to choose from, from our renowned hot stone massage to our stress-freeing foot massage which are all available in couple rooms as well.Deep Tissue, Swedish, Hot Stone, Sports, and Foot MassageMonday - Saturday 10:00am - 9:30pm Sunday 12:00pm - 8:30pm2745 Sandy Plains Road Marietta GA 30066Near Marietta, Sandy Springs, Dunwoody in East Cobb www.massageinspire.com  show contact infotag: massage, swedish massage, deep tissue massage, reflexology, hot stone therapy, sports massages, asian massage, chinese massagetag: Dunwoody, GA North Atlanta, GA Chamblee, GA Doraville, GA Roswell, GA Smyrna, GA North Druid Hills, GA Norcross, GA Marietta, GA North Decatur, GA Druid Hills, GA Tucker, GA Mountain Park, GA Decatur, GA Alpharetta, GA    ",É?? Massage Inspire Best Foot and Body Massage Sandy Plains East Cobb É??,https://atlanta.craigslist.org/nat/thp/d/massage-inspire-best-foot-and/6421237504.html,"Marietta,GA",12/11/2017 12:23,34.01618,-84.4931,2745 Sandy Plains Road,29:41.2,CL1
850,"QR Code Link to This Postwelcome To Balance Touch Massage ~  DEEP TISSUE ~ SWIDISH ~  OIL MASSAGE~ You would be satisfied with our friendly, private, professional Asian Masseuses.Give us a call as soon as possible so we can melt all your stress away NECK PAIN  SHOULDER PAIN  BACK PAIN  MUSCLE PAIN   Body massage$40/30minus || $60/60minus|| $90/90minus  Tel:  show contact infoOpen 7days 10am-9pm     Add:4994 Lower Roswell Rd,#25,Marietta, GA 30068 ====  Map ==== ~~  For The Most Relaxing Day Of Your Life~~Help your body and mind relax while improving your overall health!Body massage helps relax muscles & stress,relieve emotional tension,  eliminate toxins from body.Walk-ins,Welome",?¯è?É??É???õÉ???™$40up?õÉ???™Wonderfull SOOTHING RELAXING Massage ?¯è?É?ù??,https://atlanta.craigslist.org/atl/thp/d/40upwonderfull-soothing/6421220219.html,"Lower,Roswell,Rd,Marietta,GA",12/11/2017 12:13,33.966605,-84.404354,"4994 Lower Roswell Rd,#25",29:51.6,CL1
851,"Store hours: 10:00am to 10:00pmOpen 7 days a weekOne hour $60. Half hour $40.Couples Massage .Full Body Massage .Deep Tissue /Soft Tissue.Hot stone Therapy Massage .Free Shower .Sauna.Appointment and Walk-In AvailableGreat Massage1408 Atlanta Hwy,C'umming GA 30040show contact infoHealth Massage1240 Buford Hwy Suite130,C'umming GA 30041show contact info",Great Massage.?¯è?è????¯è?è??˙?¯è?è???& 2nd location is Health Massage,https://atlanta.craigslist.org/nat/thp/d/great-massage-2nd-location-is/6421205669.html,"google,map",12/11/2017 12:05,34.2321,-84.158,,30:02.4,CL1
852,$40 Special for a truly  unique massage or painless manScaping  by a caring experience blonde.  You will want to return again and again . Awesome flowing massage on your legs and hips . Warm soothing towels to leave you distressed and relaxed .  Call Pamela today for the experience you deserve at  show contact info   . Sea salt body scrub added to package for only $20    ,$40  uniqueMassage or Manscaping by Sweet talented Blonde 6789334463,https://atlanta.craigslist.org/nat/thp/d/40-uniquemassage-or/6421205476.html,Alpharetta,12/11/2017 12:05,34.077,-84.3033,N. Main St. at Mayfield Road,30:12.7,CL1
853, ,,https://atlanta.craigslist.org/atl/thp/d/mens-day-monday-massage-by/6421188082.html,, ,,,,30:23.1,CL1
854,"Are you looking for a very nice and special massage? So, here I am to help you feel better than ever!Skilled hands, soft music and good company.Your stress will be relieved and I will leave you feeling revived and refreshed.I'm available for in-calls and out-calls: $150/hrCash onlyCall David at  show contact info",Latin M4M Massage by David,https://atlanta.craigslist.org/atl/thp/d/latin-m4m-massage-by-david/6421167354.html,Decatur,12/11/2017 11:42,33.6954,-84.2489,Lehigh Blvd,30:33.3,CL1
855,"Welcome to Ceder Massage, your local professional massage service located at 6035 Bakers Ferry Rd, #230, Atlanta, GA 30336Service : Soft massageKneading MassageSwedish massage, Deep tissue Massage, Hot Stone Massage, Reflexology, Pregnancy Massage, four hands massage and Couples Massage etc.Are you feeling stressed today? We welcome you to come in and experience the most relaxing massage in a very clean and quiet setting.accept payment in cash or credit card.6035 Bakers Ferry Road Southwest , Atlanta, GATEL: show contact infoWaiting for your arrival",?¯è?É?ù???¯è?É?ù?Ê Female & Male ?¯è?É?ù???¯è?É?ù?Ê$10 OFF ?¯è?É?ù??,https://atlanta.craigslist.org/atl/thp/d/female-male-10-off/6421163389.html,"Fulton,Industrial,Blvd,Camp,Creek,Pkwy",12/11/2017 11:40,33.729007,-84.572965,"6035 Bakers Ferry Rd ,",30:43.9,CL1
856,"   ---Grand Opening--Lan Spa Massage---   We Offer : 1.Full body massage2.Deep tissue/ soft tissue3.Hot stone therapy massage4.Back-Walking Massage5.Foot massage6.Combo massageWe accept cash and credit cardsPlease call us :  show contact infoOpen 7 days 10:00AM-10:00PMAppointment and Walk-ins WELCOME 618 Eagles Landing Pkwy, Stockbridge, GA 30281     ",LAN SPA MASSAGE,https://atlanta.craigslist.org/atl/thp/d/lan-spa-massage/6421159280.html,"Eagles,Landing,Pkwy,Stockbridge,GA",12/11/2017 11:37,33.517032,-84.204476,618 Eagles Landing Pkwy,30:54.3,CL1
857,"ACUPUNCTURE FOR MALE HEALTH CONCERNShttp://www.acupunctureformenshealth.com show contact infoThe practitioners with Acupuncture For Men's Health are specialists in male health concerns. Erectile Dysfunction Premature Ejaculation  Inhibited Ejaculation Low & High Libido Frequent, Hesitant, Urgent Urination Prostatitis Hernia Groin pain Hemorrhoids Hair loss Diabetes High blood pressure Cholesterol Insomnia Sore joints and muscles Weight Loss, Gas, BloatingGoutArthritisInjuries.... and other general health related concerns. Treatments are relaxing and informative, personable and professional. Needles are placed in legs, feet, arms and back, and DO NOT HURT, you might even take a nice relaxing nap. Note: We do not need to place needles directly in the genitals when treated for sexual health concerns. Call  show contact info to talk to an acupuncturist for information and scheduling. show contact infoTreatments are confidential and private. Does your insurance plan cover acupuncture? Tuina and Shiatsu massage also available by some practitioners along with acupuncture treatments.    ","ERECTILE HEALTH, Stress, Diabetes, Insomnia, Blood Pressure, Pain",https://atlanta.craigslist.org/atl/thp/d/erectile-health-stress/6421157750.html,,12/11/2017 11:36,,,,31:04.6,CL1
858,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    ",Delightful Spa,https://atlanta.craigslist.org/nat/thp/d/delightful-spa/6421150511.html,Roswell,12/11/2017 11:32,34.061923,-84.405972,1470 Woodstock Rd,31:15.0,CL1
859,"Greetings,I'm Sundae, with Essence of touch massage, and thank you for viewing my ad. I offer deep tissue and gentle touch massage, with hot stones and back scrub. I work from home, in a serene and fully equipped environment. I also provide complimentary shower, clean towels and refreshments. I'm located in Sandy Springs, and I take appointments all throughout the day. Call, text or email me for address and availability. ~Thank you!!    ",ESSENCE OF TOUCH MASSAGE,https://atlanta.craigslist.org/atl/thp/d/essence-of-touch-massage/6421142036.html,"Sandy,springs",12/11/2017 11:27,33.997223,-84.350748,Dunwoody at Roswell,31:25.3,CL1
860,"show contact infoOOoOlala MaSsage Come & Get ItFull Body Relaxation DISCOVER THE BEST!!!OOOLALA MASSAGE OOOLALA COME RELAX RELEASE REWIND ?CALL NOW 4 SPECIALS LET US PAMPER U TODAY!!!show contact info70/30CALL NOW 4 SPECIALS!!! :)    PlEaSaNtDaLe RoAd, AtLaNtAshow contact info Peace To You!!!    ",(678) 895-3308 Call Paige** OOoOlala MaSsage BLaCK SECrETS  ****!!,https://atlanta.craigslist.org/atl/thp/d/call-paige-oooolala-massage/6421136154.html,"Pleasantdale,Road,Atlanta",12/11/2017 11:23,33.8932,-84.2539,Pleasantdale Road at Pleasantdale Access Road,31:35.6,CL1
861,"    ~~Welcome to try the best Asian Massage in Duluth: MinMei Massage     Special Discount Offer: One hour Free with 10 Visits    show contact info   3182 Steve Reynolds Blvd, #109, Duluth, GA 30096 ",Éù?Welcome to try the best Asian Massage~Éù?~Please call 770-623-6836,https://atlanta.craigslist.org/atl/thp/d/welcome-to-try-the-best-asian/6421124242.html,"Duluth,Lilburn,Norcross,Johns,Creek",12/11/2017 11:16,33.957699,-84.141554,"3182 Steve Reynolds Blvd,",31:46.0,CL1
862,"Release all the tension from your day and in your world...RELAX AND UNWINDClose your eyes and enjoy:***Swedish Massage***Deep Tissue Massage***Shiatsu Masage***Reflexology session***Hot & Cold Stone Massage***Soft Touch Massage***Custom Svcs availableorPamper yourself with:***Body Scrub using organic sugar and sea salts to detox,exfoliate,hydrate and purify your skin.***Custom Esthetics***Bodywraps and Parafin DipsNO TEXTING...Manscaping and Waxings and more...I am a LCMT of hispanic, asian and black decent. Ive studied eastern vs western medicine. I was taught to heal the body as a whole and u will have an overall better well being. Time is of the essence with me.Renew your mind body and spirit...Hot oils, Hot towels,aromatherapy by candlelight are included in all sessions. Taylor show contact info...until we meet...Like my Facebook page ntrlhealing and contact me there anytimeI am now also offering mobile spa services for VIP clients or repeat clientele in upscale locations.Over 15 miles travel fees applyGift Certificate Available, Military discount, ask about our referral program and repeat customer discountsVIP privacy contracts...*Ask about Holiday $pecial    ",Total Body Therapy,https://atlanta.craigslist.org/nat/thp/d/total-body-therapy/6421111602.html,"Marietta,Atlanta",12/11/2017 11:08,34.028629,-84.552948,Big Shanty Road at Chastain meadows,31:56.4,CL1
863,"OFFERING A RELAXING SWEDISH MASSAGE BY A BEAUTIFUL, FIT LATIN THERAPIST WITH YEARS OF EXPIRIENCE. LOCATED IN A CLEAN, COOL OFFICE SETTING, YOUR STRESS WILL BE RELIEVED AND YOU WILL LEAVE FEELING REVIVED AND REFRESHED. SKILLED HANDS, SOFT MUSIC, GOOD COMPANY... ALL THE INGREDIENTS FOR A GREAT EXPIRIENCELOCATED OFF GA 400 EXIT 7CALL EVA AT  show contact info",ATTRACTIVE PROFESSIONAL LATIN SWEDISH STYLE MASSAGE,https://atlanta.craigslist.org/atl/thp/d/attractive-professional-latin/6421108391.html,,12/11/2017 11:06,,,,32:06.7,CL1
864,"Great Special Offer at  Empress Massage(near by the Sugarloaf Mills Mall)1820 North Brown Rd. suite 20, Lawrenceville, GA 30043Spa Special for our Lawrenceville Location: Monday - SundayEarly Bird Special 10:am to 2:pm: $5  off your 60 minute or 90 minute Full Body Regular Massage.Only at Empress Massage 1 Lawrenceville. ( Couple or Combo massage already discounted )Free Hot Stone with every foot and Body Massage.Please visit our Website. www.empressmassage.netOur Service Includes:Deep Tissue ( Chinese Traditional )Thai MassageSwedishSports MassagePre-Natal MassageShiatsuAcupressureFoot MassageHead to Toe ( special Foot Massage )Combination Massage ( Body, Arms & Feet )Table ShowerCuppingBio Electric MassageCall Store Number  show contact info to Schedule Appointment",$45 for 1-hr Regular Body Massage 10am-2pm 7 Days Early Bird Special,https://atlanta.craigslist.org/nat/thp/d/45-for-1-hr-regular-body/6421105628.html,"Lawrenceville,Buford,Duluth,Norcross",12/11/2017 11:05,33.983661,-84.081502,1820 North Brown Rd,32:17.0,CL1
865,"  Welcome to A1 Massage Grand Opening     Summer Special Discount $50/Hr Body Massage    Please Call  show contact info   Location: 2620 Cobb Pkwy SE, Ste 2A, Smyrna, GA 30080",Éù?Summer Special Discount Éù?678-401-2608 Éù?A1 MassageÉù?,https://atlanta.craigslist.org/atl/thp/d/summer-special-discounta1/6421096802.html,"Smyrna,Marietta,Roswell,Atlanta",12/11/2017 10:59,33.903084,-84.488983,2620 Cobb Pkwy SE Ste 2A,32:27.4,CL1
866,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!Male & Female Massage TherapistWe give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 10:00am - 10:00pm Sunday: 12:00am - 10:00pmCall: show contact infoPlease visit our website: http://www.wellnessmassagehouse.comAddress:125 Ernest w Barrett Parkway,Unit #110, Marietta, GA 30066(Across from Stein mart & behind Chase Bank Next to QT gas station)See you soon!!!!!    ",Éù?Éù?-$49.99/hour--BEST Asian Massage--Grand Opening-Éù?Éù?,https://atlanta.craigslist.org/nat/thp/d/4999-hour-best-asian-massage/6421091978.html,"I,Exit,Kennesaw,Marietta,Woodstock",12/11/2017 10:56,34.012898,-84.553463,125 Ernest W Barrett Pkwy NW,32:37.8,CL1
867,"Welcome to Lin's Perfect Massage Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServicePrivate massage rooms, clean, quite and comfortable Authentic massage will reduce stress,  improve circulation, stimulate nerve function,improve immune function, and increase your energy. Detoxification 4 Hands Available   Table Shower $10  Free Hot Stone Tel:  show contact infoOpen 7 days  10AM - 9:30PM (sunday 11am-9.30pm)2695 Sugarloaf Pkwy, #400,Lawrenceville, GA 30045 == MAP==      Body Massage  / deep tissue / swedish / Relax Oil Massage/ Detoxification  come now to enjoy our great quality massageHelp your body and mind relax while improving your overall health!Walk-ins welcome! ",?¯è?É??É???õÉ???™4 Hands  Table Shower SOOTHING RELAXING ?õ??É??678-225-0800,https://atlanta.craigslist.org/atl/thp/d/4-hands-table-shower-soothing/6421082175.html,"sugarloaf,pkwy,Lawrenceville",12/11/2017 10:50,33.965438,-84.065575,"2695 sugarloaf pkwy,",32:48.2,CL1
868,"*****GRAND OPENING*****MINERVA MASSAGE  2710 HWY 34, NEWNANCOME TRY ""NOW"" WHAT YOU HAVE BEEN MISSING!!!!! ""TODAY""!!!!!PHONE #  show contact info    HOURS--Monday Thru Sunday    9:30 AM  till 9:30 PM  for your convenience.FOR BETTER HEALTH, TREAT YOURSELF AND YOUR BODY TO A **BETTER MASSAGE**.We offer Deep Tissue, Swedish, Hot Stone and Foot Reflexology. One Hour Massage $60; 90 Minutes $90. half hour $40.Foot Massage one hour $30; half hour $20. We offer several combinations of massages, and we offer couples massage in adjoining rooms.WE ACCEPT cash (of course), all major credit cards, including AMERICAN EXPRESS.","MINERVA MASSAGE 2710 HWY 34, NEWNAN",https://atlanta.craigslist.org/sat/thp/d/minerva-massage-2710-hwy-34/6421075557.html,THERAPY,12/11/2017 10:45,33.3958,-84.7121,2710 HWY 34,32:58.6,CL1
869,"  Massage $10 off  only for back massage, 10am - 1pm  (appointment only)  Open 7 Days a Week :10am - 10pm  Foot Massage  Back Massage  Combo Massage   Chair Massage  Gift Card Available We offer Foot massage, Back massage, Combo and Chair massage. Conveniently located at winder, GA, stop in on your way home and take a well-deserved break in the middle of the day!  Address:64 E. May St. #A Winder, GA 30680website: https://bestfootmassage.wixsite.com/bestfootforward Appointment and Walk-ins WELCOMETel:  show contact info",É??É?? Best Foot Forward É??É?? 770-586-0011,https://atlanta.craigslist.org/atl/thp/d/best-foot-forward/6421071521.html,"E,May,St,A,Winder",12/11/2017 10:43,33.987612,-83.71765,64 E May st,33:09.0,CL1
870,"My Massage is the Perfect Combination of Healing and Happiness...Including Deep Tissue, Swedish, and Gentle Touch. A Pleasurable Experience that is Unique and Unforgettable. I am a Licensed Massage Therapist and I will be the Best Part of Your Day!Incalls Only in a Private and Safe Environment.FULL BODY MASSAGES CUSTOMIZED FOR YOUR LIKINGWarm TowelsShower Available Organic and Natural unscented OilsSoft MusicCandle LightAsk me for rates and special packages starting at $100.Cash/CC w/ 5% Processing Fee9am - 8pm Weekdays and Weekends. By Appointment OnlyCall or Text. No blocked numbers please.  show contact info",?¯è?è???The Perfect Combination of Happiness and Healing,https://atlanta.craigslist.org/atl/thp/d/the-perfect-combination-of/6421071467.html,Atlanta,12/11/2017 10:43,33.8713,-84.4629,Paces Ferry at Cobb Parkway,33:19.4,CL1
871,"Great Location! Great Massages! Great Prices!!!Body Massages: 1hr/$50, 90mins/$70, 2hrs/$90(Swedish, Deep Tissue, Chinese Tui-Na, Shiatsu, Sports Massage,...)Foot Massage (Reflexology): 30mins/$20, 1hr/$30900 Mansell Rd. #16Roswell, GA 30076(Mansell Oaks Shopping Center)Open Hours:Mon - Sat: 10am - 10pmSunday:     12pm - 10pmTel:  show contact infoshow contact infoWalk-Ins Welcome!","Massage Nova - New Location Grand Opening:  90mins/$70,  2hrs/$90",https://atlanta.craigslist.org/atl/thp/d/massage-nova-new-location/6421063721.html,Roswell,12/11/2017 10:38,34.04283,-84.334837,900 Mansell Rd.,33:29.7,CL1
872, ,,https://atlanta.craigslist.org/atl/thp/d/best-relaxing-experience-with/6421047323.html,, ,,,,33:40.0,CL1
873,"Welcome to DAILY MASSAGEopen 7days, 9 am to 9 pm.CALL  show contact info300 village center dr suite 110 woodstock ga 30188(by aldi and advanced auto parts)we provide comfortable and clean private room.Experience our relaxing chinese massage)we also offer M4M massageOur treatments include:*Full Body Massage*Foot Massage*Deep Tissuse*soft tissue*knee massage*chair massage***4 HANDS massageFREE HOT STONE added to any massage.Come give us a tryCALL us at  show contact info",Aisan massage in woodstock (HWY92/Woodstock/roswell/kennesaw),https://atlanta.craigslist.org/nat/thp/d/aisan-massage-in-woodstock/6421042023.html,"village,center,dr",12/11/2017 10:23,34.087209,-84.467438,300 village center dr suite 110,33:50.3,CL1
874,"AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! ",É??É??New sweet  Asian staff just arrived forÉ??É??Only$39.99/hr,https://atlanta.craigslist.org/nat/thp/d/new-sweet-asian-staff-just/6421035768.html,"Roswell,Alpharetta,Johns,Creek,Marietta",12/11/2017 10:18,34.054348,-84.329199,11235 Alpharetta Hwy,34:00.9,CL1
875,---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,"é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6421025969.html,"Norcross,Duluth,Doraville,Johns,Creek",12/11/2017 10:11,33.950569,-84.197395,5245 Buford Hwy,34:11.3,CL1
876,We have Back walking massageSwedish oil massageDeep tissueHot stone massageFoot massage We have nice staff waiting for you to join us.Location Forsyth county .Call  show contact info,Golden Massage,https://atlanta.craigslist.org/atl/thp/d/golden-massage/6421024536.html,,12/11/2017 10:10,,,,34:21.6,CL1
877,Deep Swedish massage1 hour is$100Inman Park private studiotext for quickest responsetext your name and time that works for you47 5.11 185guy next door type    ,M4M,https://atlanta.craigslist.org/atl/thp/d/m4m/6421020002.html,atlanta,12/11/2017 10:07,33.7691,-84.336,,34:31.8,CL1
