ad,title,url,loc,scrape stamp,lat,long,addr,scrape date,source
"PANDA Acupressure Massage $60/hr $80/90min(((Homewood AL) ) )))490 N wildwood circle ste 120 *Deep Tissue / Shiatsu / Swedish Massage *Therapeutic massage to reduce stress, increase blood circulation, *and heal muscle and joint pain. * Deep tissue ** Swedish & shiatsu massage ** Hot oil & hot towel treatment *   show contact info * open 7 days per week * 10:00 am / 10:00pm490 N wildwood circle ste 120 homewood AL 35209 do NOT contact me with unsolicited services or offersit's ok to contact this poster with services or other commercial interests    ",Panda Acupressure $60 Homewood(490 N Wildwood Circle Homewood),https://bham.craigslist.org/thp/d/panda-acupressure-60/6412751545.html,"google,map",12/4/2017 18:46,33.446568,-86.831217,Wildwood Circle,47:36.2,CL1
"227 1st street at 227 1st street  IG Steam Bath Best Atmosphere For RelaxationRelaxing Soothing Professional BodyWorkOriental Massage & AcupressureShiatsu, Deep Tissue, Swedish & Table ShowerSteam, Jacuzzi$60 With One Hour Massage227 1st street north Alabaster suite B AL 35007 show contact info",Chinese Acupressure Massage $60(((north Alabaster)))227 1st North,https://bham.craigslist.org/thp/d/chinese-acupressure-massage/6412794993.html,BIRMINGHAM,12/4/2017 19:25,33.24597,-86.816003,1 St street,47:46.6,CL1
"*GRAND NEW OPEN** I Knead Massage* Looking for a RIGHT place?U need I Knead Elegant conditions ,soothing musicBig clean private massage rooms ,comfortable equipmentAttentive serviceSwedish, Deep tissue, Shiatsu, Acupressure, Reflexology. Hot stoneA variety of skill offered by Friendly trained certified Asian masseuseIncrease blood circulation,relieve pain of your muscle and joint Take away the stress of your body and soul Call :  show contact infoHour: Mon---Sun. 9:30am-9:00pm. Location: 2015 valleydale road birmingham 35244(the Intersection of Hwy31 and Valleydale road )",●●●I Knead Massage●●●New Open●●&,https://bham.craigslist.org/thp/d/knead-massagenew-open/6412777647.html,Birmingham,12/4/2017 19:09,33.34616,-86.795565,2015 valleydale road,47:56.9,CL1
"LIMITED ENGAGEMENT - TODAY  12.4.17Somatic Emotionally Charged Therapy Sessions. We offer professional therapeutic session with infusions of intensive emotional energy throughout the entire experience. You are invited to feast on the distinctive and intense Emotional surge that becomes undeniable during the course of your visit. Expect the unexpected in this unique full spectrum and soul bending experience. We are here to help you explore and capture your emotionally charged energies creatively. Please call  show contact infoThe focus here is to provide a unique and one of a kind session specifically designed for clients with discriminating pallets who are unhappy with mundane and everyday experiences. Please CALL for appointments and/or additional information. Sessions are offered in a professional and comfortable environment. We offer a variety of options to suite your preference - assisting women, men and couples. Whether your goal is Deep relaxation, emotional healing, experimentation, emotional discovery, educational opportunity or simple curiosity Please call Please call   show contact info",Limited Engagement 12.4.17  Intense Emotional Energy Exploration,https://bham.craigslist.org/thp/d/limited-engagementintense/6412261478.html,"Birmingham,metro,Area",12/4/2017 13:02,33.3813,-86.7046,,48:07.2,CL1
"Asian  Nice, attractive, friendly lady.Go to your hotel to give you massage.I will relax you, comfort you, make your travel better.I do relaxation, fatigue relieve, pain relieve massage.Please call me:  show contact info.",*** Asian Out Call Massage ***,https://bham.craigslist.org/thp/d/asian-out-call-massage/6412295800.html,"st,St,N,G,Alabaster,AL",12/4/2017 13:23,,,,48:17.5,CL1
"Tranquil Spa offers: Acupressure, Deep Tissue, Swedish, Shiatsu, Reflexology and Oil Massages, Hot Stones                             	Full Body Massages:  hr. $40.00 & 1 hr.  $60.00                             	Foot Massage:  hr. $30.00 & 1 hr. $50.00                             	Chair Massage: $10 for every ten minutesWhen you come to Tranquil Spa you come to beautifully decorated private rooms. Yes, we have one room for couples Massages. We have experienced Masseuses that are friendly and will make you feel welcomed and relaxed.             Come in, Relax and Let us work the kinks out              For Appointments call us at  show contact info                     Open Every Day 9am - 10pm                    Walk-ins are always Welcome                         Credit Cards Accepted               1123 1st St. N. #G Alabaster, AL 35007",Come to TRANQUIL SPA for a Great Massage,https://bham.craigslist.org/thp/d/come-to-tranquil-spa-for/6412008531.html,Birmingham,12/4/2017 10:36,33.256643,-86.813653,1123 1st.St. N.,48:27.8,CL1
Asian Massage Therapist (vibrant 20 something yr old woman) willing to OUT CALL IN BIRMINGHAM. Please give minimum two days notice. Can accommodate if IN CALL needed but (NOT IN BIRMINGHAM). Ethical massages only.Appointment is a must.Texting or call would be great. show contact info,Asian Massage Therapist,https://bham.craigslist.org/thp/d/asian-massage-therapist/6411788484.html,,12/4/2017 8:04,,,,48:38.1,CL1
"Therapeutics Massage for men and women.Couples massage available!!Come relax and enjoy a nice soothing massage.Specialized in Deep tissue, Swedish, Acupressure, and Hot Stone.Hot towels are included and bottle water.Will work your knots and stress away.Clean, quiet, and relaxing environment.Gift certificate are available.Monday - Sunday 10:30 am - 8 pmAppointments only!!!!! 24 hour notice requireshow contact infoPlease feel free to text or call No email please. ",Asian Massage Therapist (Gadsden),https://gadsden.craigslist.org/thp/d/asian-massage-therapist/6411787586.html,,12/4/2017 8:04,,,,48:48.4,CL1
 ,,https://montgomery.craigslist.org/thp/d/lus-acupressure-massage/6421225204.html,montgomery, ,,,,48:58.9,CL1
"Mon-Sat 9am-7:30pmSun-11am-5pmDeep tissue,Swedish,Relaxation mMili-Mon and Sat -$FireFight-Fri-$Call 4aptText 4infoLic Info only in person",Sun mas,https://montgomery.craigslist.org/thp/d/sun-mas/6420838785.html,,12/11/2017 5:08,32.3129,-86.2421,east blvd at vaughn,49:09.1,CL1
 ,,https://montgomery.craigslist.org/thp/d/wbest-asian-massagecall/6420405684.html,Montgomery, ,,,,49:19.5,CL1
"Tai Ji Acupressure specializes in acupressure and massage therapy that naturally heals and relieves pain and stimulates relaxation. We have well-trained, licensed massage therapists and provides the best professional massage therapy. We provide nice, private rooms with relaxation music.Our services include:Chinese Acupressure MassageHot Stone MassageDeep Tissue Massage",Tai Ji Acupressure and Massage Therapy (334-819-4189),https://montgomery.craigslist.org/thp/d/tai-ji-acupressure-and/6419141531.html,MONTGOMERY,12/9/2017 14:48,32.359066,-86.145289,8876 Minnie Brown Road,49:29.7,CL1
"---------PEARL MASSAGE --------- EXCELLENT ASIAN MASSEUSES---------Tel: show contact infoAddress:3459 MALCOLM DRIVE,MONTGOMERY AL.36116(5 minutes away from I-85)Business hours:10 am to 10 pm(7 days a week)Direction:From W I-85 take exit 9 then turn RIGHT ",GREAT CHINESE MASSAGE DEEP TISSUE IN MONTGOMERY/TALLASSEE,https://montgomery.craigslist.org/thp/d/great-chinese-massage-deep/6418375623.html,PRATTVILLE,12/8/2017 23:46,32.333448,-86.180229,"3459 MALCOLM DRIVE,",49:40.1,CL1
"---------JUNE MASSAGE --------- EXCELLENT ASIAN MASSEUSES---------Tel: show contact infoAddress:503 Greystone way suite E, Prattville. AL. 36066 (5 minutes away from I-65)Business hours:10 am to 10 pm(7 days a week)Direction:From S I-65 take exit 179 then",GREAT MASSAGE THERAPY DEEP TISSUE IN PRATTVILLE/MONTGOMERY,https://montgomery.craigslist.org/thp/d/great-massage-therapy-deep/6418372796.html,,12/8/2017 23:40,32.461507,-86.425388,503 greystone way suite e,49:50.4,CL1
 ,,https://montgomery.craigslist.org/thp/d/wbest-asian-massagecall/6414437104.html,"Selma,Autaugaville,Prattville", ,,,,50:01.0,CL1
"I have been a certified massage therapist for over 10 years, and love my work. I am new to the area and excited to continue my work, and share my gift of massage. I am willing to work with you on pricing depending on how close you are to me.  show contact info. My preferred method of communication is texting, but feel free to call anytime. I mainly work doing out-call, which means I will come to you. I can arrange in-call if that works better for you.    ",Certified Massage Therapist,https://montgomery.craigslist.org/thp/d/certified-massage-therapist/6413312774.html,montgomery,12/5/2017 9:24,32.4625,-86.7149,Highway 14 West,50:11.2,CL1
"Mon-Sat 9am-7:30pmSun-11am-5pmDeep tissue,Swedish,Relaxation mMili-Mon and Sat -$FireFight-Fri-$Call 4aptText 4infoLic Info only in person",Sun mas,https://montgomery.craigslist.org/thp/d/sun-mas/6412865410.html,Auburn,12/4/2017 20:36,32.3129,-86.2421,east blvd at vaughn,50:21.5,CL1
Best Asian Masseuse!!Professional Sweet Asian StaffSuper Clean and Cozy Private RoomsAmazing Price!! Come and Try!!Real Experienced Asian Magic Hands!!!!!Deep TissueSwedish MassageOpen 7 days a week 9:30am-9:30pm715 East Glenn Ave Suite 101 Auburn AL 36830Call  show contact info,❤❤Grand Opening Oasis Massage ❤❤ 3345215388,https://auburn.craigslist.org/thp/d/grand-opening-oasis-massage/6417553605.html,Auburn,12/8/2017 11:32,32.609014,-85.467371,715 east glenn Ave suite 101,50:31.9,CL1
Best Asian Masseuse!!Professional Sweet Asian StaffSuper Clean and Cozy Private RoomsAmazing Price!! Come and Try!!Real Experienced Asian Magic Hands!!!!!Deep TissueSwedish MassageOpen 7 days a week 9:30am-9:30pm715 East Glenn Ave Suite 101 Auburn AL 36830Call  show contact info,❤❤Grand Opening Oasis Massage ❤❤ 3345215388,https://auburn.craigslist.org/thp/d/grand-opening-oasis-massage/6417553605.html,,12/8/2017 11:32,32.609014,-85.467371,715 east glenn Ave suite 101,29:30.3,CL1
 ,,https://montgomery.craigslist.org/thp/d/lus-acupressure-massage/6421225204.html,"Birmingham,metro,Area", ,,,,29:40.6,CL1
"Asian  Nice, attractive, friendly lady.Go to your hotel to give you massage.I will relax you, comfort you, make your travel better.I do relaxation, fatigue relieve, pain relieve massage.Please call me:  show contact info.",*** Asian Out Call Massage ***,https://bham.craigslist.org/thp/d/asian-out-call-massage/6421981608.html,Birmingham,12/11/2017 20:19,,,,29:50.8,CL1
"Elegant Environment, Relaxing Music, Great Service, You Will Enjoy Every Minute Here!!!We Offer Swedish,  Deep Tissue,  Shiatsu,  Foot Reflexology,  Acupressure,  Hot Stone, Relaxing Soothing Traditional Massage And Special Hot Towel !Here You Will Complete Relax Both Your Body And Mind !And Take Away The Pain Stress And Anxiety In Your Body!!Business Hour : 9:30 Am --- 10:00 PmOpen 7 Days A Week Phone :  show contact infoLocation : 1845 Montgomery Hwy Suite 223Hoover AL 35242 ( In The Hobby Lobby Shopping Center)",★NEW OPEN !!!  Angel Spa★ (1845 Montgomery Hwy 205-290-5257 ),https://bham.craigslist.org/thp/d/new-open-angel-spa-1845/6421586991.html,Hoover,12/11/2017 14:53,33.350046,-86.795199,1845 Montgomery Hwy,30:01.1,CL1
"Give yourself the gift of connection and healing touch through Cuddling!My name is Nancy Jo and I am a Certified Professional Cuddler through Cuddlist.com. I provide a strictly non-sexual service based on mutual respect. Because cuddling is based on clear consent and communication, it is a safe way to explore your needs and wants. Recent Cuddlist.com Testimonial:""The level of a deep calm that I'm experiencing is very, very special!  I feel like I've had some parts of me either healed or touched, held and celebrated!  I'm noticing a level of a deeper and quite thorough inner completeness; an unusual degree of a thorough contentment.  I do not say these things to be nice to you, or even as a way of saying ""a heart-felt thank you"".  Rather, it's this very peaceful place that I am experiencing from.  I've done a lot of mindfulness work over the years, and so I believe I am pretty sensitive to my emotional & subtler aspects of my experiences.""Book your cuddle session with me at http://cuddlist.com/nancyjo/ for $80/hr. Give yourself the amazing gift of transformative touch through cuddling.",Professional Cuddling at Cuddlist,https://bham.craigslist.org/thp/d/professional-cuddling-at/6421497835.html,"Birmingham,AL",12/11/2017 13:56,,,,30:11.4,CL1
"Asian Massage on 280 (across street from Logan and chick A filet)Please call: show contact info...Professional, skilled, experienced Asian massage therapists.Providing relaxing, comfortable, Asian and western massage.work with your time. ",The Best Massage ★ Asian...H Massage...★,https://bham.craigslist.org/thp/d/the-best-massage-asianh/6421475137.html,TRUSSVILLE,12/11/2017 13:42,33.428938,-86.706652,476 Cahaba Park Circle,30:21.7,CL1
"Now Open! Wellness Massage located in Trussville on Main Street behind Main Street Chiropractic next to Captain D's. Open 7 Days a week 9:30 AM to 9:30 PM. Call  show contact info for an appointment walk ins also welcome. Address is 413 B Main Street, Trussville, AL 35173.    ",WELLNESS MASSAGE (NEW),https://bham.craigslist.org/thp/d/wellness-massage-new/6421104054.html,"Lawrenceville,Suwanee,lilburn,Buford",12/11/2017 10:04,33.617228,-86.614344,413 B Main Street,30:32.0,CL1
"Welcome to MAY Massage3255 lawrenceville suwanee rd suwanee ga 30024  show contact info  Try our professional and friendly new staff!!!~We pride ourselves in offering a quiet, soothing atmosphere. Located in an excellent area we offer several different massages, including:SwedishDeep Tissue Body massage Couple massage Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServiceWALK-INS WELCOME! ",❤GRAND OPENING❤amazing massage$10 off 10AM-1PM,https://atlanta.craigslist.org/atl/thp/d/grand-openingamazing/6422287025.html,,12/12/2017 8:17,34.036279,-84.052431,3255 lawrenceville suwanee rd ste k,30:42.4,CL1
 ,,https://atlanta.craigslist.org/wat/thp/d/loving-hands/6422279284.html,Chamblee, ,,,,30:52.8,CL1
"I am a world-class male massage therapist born in Japan and living in the United States for the past 25 years. I am skilled in numerous techniques and therapies, including Shiatsu, Swedish, Neuromuscular, Myoskeletal Alignment, Trigger Point, Thai Stretching and Sports Massage, as well as spa body-scrub treatments (shower available). I am located just inside the perimeter less than a mile from I-285 and Chamblee-Dunwoody.PRICESMassage (Swedish, Relaxation, Light Massage)* 1-hour massage: $70* 90-minute massage: $100Massage + Spa Treatment (Body Scrub, Seaweed Wrap, Mud Wrap, Aroma Therapy Wrap)* 1-hour massage + 30-minute spa treatment: $110* 90-minute massage + 20-minute spa treatment: $140Specialty Massages (Shiatsu, Deep Tissue, Neuromuscular, Sports, Thai Stretching, Maternity/Pregnancy Massage)* 1-hour specialty massage: $75* 90-minute sports massage: $110Foot Massage (Reflexology)* 30-minute foot massage: $40* 1-hour foot massage: $70Quick Service* 40-minute massage + 20-minute spa treatment: $100All massage/treatment appointments include hot-towel service and small bottle of water. Shower available.Hours:Monday - Friday 10 am - 6 pm (last appointment starts at 5)Saturday 10 am - 7 pm (last appointment starts at 6)Sunday closed (special appointments can be made with advance notice)Weekday and Saturday appointments fill early, so whenever possible, please book 24 hours in advance or at least by early morning for a same-day session.Get relaxed and rejuvenate yourself! Call or text:  show contact info",World-Class Male Licensed Massage Therapist (North Atlanta (itp),https://atlanta.craigslist.org/atl/thp/d/world-class-male-licensed/6422235116.html,"Mobile,Massage,Outcall,Your,Hotel",12/12/2017 6:36,,,,31:03.1,CL1
"Lorena CMT | Certified Massage Therapy | Hotel Outcall OnlyHello! I am a 29 year old masseuse with over 5 years of experience. Experience my masterful touch now! I deliver out-call massage only to Atlanta hotels. I am available to soothe your aching muscles with natural organic lotion or oil, and the exquisite touch of my hands. I'm independent and trained in light touch, medium and deep tissue. Best full body therapeutic rubdown in Atlanta! Many of my new callers become regular clients. Business travelers relax at the end of your long day! Available late night for your convenience. Flat rate: $150 for 60 minutes and 90 minute massage is also available. No hidden costs. Legitimate hotel guests only; express to you in an hour or less. See you soon!Call me @  show contact info when you're ready to schedule appointment.If I am unable to answer, just leave a VM with callback instructions and I will contact you asap. Please no texts or blocked numbers, or inappropriate questions. Thanks in advance,Lorena    ",24/7 Hotel Outcall Massage ~ Mobile Masseuse ~ Best Bodyrub in Atlanta,https://atlanta.craigslist.org/atl/thp/d/24-7-hotel-outcall-massage/6420632840.html,,12/10/2017 21:57,33.7525,-84.3888,,31:13.3,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/mens-day-monday-massage-by/6421936804.html,"Buckhead,Midtown,Downtown", ,,,,31:23.6,CL1
"((( GG Spa )))***BETTER RELAXATION 4 U***  3149 E Shadowlawn Ave NE, Atlanta, GA 30305 Come and enjoy a totally relaxing momentWe offer various relaxation service to suit your individual needs  show contact info Body to Soul: We heal you all over 24/7 Always be with youBeautiful  Global Staff are waiting 4 UFree Table Shower! DIRECTION: CLICK ",â–‡â–†â–…â–ƒ ðŸ”´ðŸ”´ 24/7 GG SPA: 404-907-4699,https://atlanta.craigslist.org/atl/thp/d/24-7-gg-spa/6421904570.html,"All,Metro,ATlanta,Surrounding,AReas",12/11/2017 20:01,33.841012,-84.374146,3149 E Shadowlawn Ave NE,31:34.0,CL1
"MALE 4 MALE*====INDIAN GUY JASON====*MALE 4 MALEOUTCALLS -- $12O (Hotels & Homes)INCALLS -- $15O (Candles , Massage Table , MUSIC & Clean Linens Provided -- Shower Available)====JASON (7 0 6) 5 7 2 - 8 3 8 5==== CALL ANYTIME! - UP LATE=Physically Attractive Friendly INDIAN Masseur=BLISSFULL Strong Hands that is sure to leave you feeling soothingly relieved with a SMILE :-)=COMPLETE FULL BODY RELAXATION====Late Night Appointments Always Available=== SERVING MOST AREASHOURS:7 days a week    ",MALE 4 MALE____ I__N__D__I__A__N_____J__A__S__O__N ____ INCALL/OUTCALL,https://atlanta.craigslist.org/atl/thp/d/male-4-male-indianjason/6421882132.html,BROOKHAVEN,12/11/2017 19:40,,,,31:44.3,CL1
"Hello my name is Chloe. I'm a Licensed Massage Therapist with a great touch. Several modalities to choose from including, Deep Tissue, Swedish, Aromatherapy, and Sports Massage to name a few.I'm available 7 days a week by appointment. I DO NOT ACCEPT TEXTS. PLEASE CALL!If I miss your call, I'll call you right back. I look forward to meeting you soon.$115.00 Incall $145.00 OutcallDay and Evening appointment available!Have a Wonderful Day and Evening. Chloeshow contact infoCredit Cards Accepted!","AWESOME ""AMERICAN "" MASSAGE THERAPIST WITH INCALL OR OUTCALL",https://atlanta.craigslist.org/atl/thp/d/awesome-american-massage/6421868968.html,Atlanta,12/11/2017 19:28,33.8687,-84.3351,PEACHTREE RD NE at ASHFORD DUNWOODY RD,31:54.5,CL1
"Professional CMT with over 10 years experienceMany different modalities and services offered, including (but not limited to)- Stress reducing massage- Lomi lomi- Bodyscaping- Sugar scrub- Hot stone- Other services, just ask80 / 60minutes100 / 90minutes120 / 120minutesFor additional rates, photos and information,send me a text to request my web addressIncall available for various days/timesOutcall available with slight rate increaseAll genders welcomeOpenings every day from 8:00 a.m. to 11:00 p.m.Contact me for alternate session timesTexts welcome for questions, but please call to schedule an appointment6*7*8  8*7*1  6*1*2*8    ",Professional Male CMT - Bodywork & Massage -,https://atlanta.craigslist.org/atl/thp/d/professional-male-cmt/6421862957.html,"Atlanta,Decatur,Dunwoody,Marietta",12/11/2017 19:22,,,,32:04.7,CL1
"Welcome to our new open Massage Spa, we offer:Deep Tissue MassageSwedish Oil MassageFree Table Shower, Free cupping with 1 hour body massageFoot ReflexologyGreat Service & Great Price! Please call:  show contact infoAddress: 2179 Lawrencevile Hwy. Suite L.              Decatur, GA. 30033","Nice Asian Staff Offer Oriental Body&Foot Massage, Free table shower!!",https://atlanta.craigslist.org/atl/thp/d/nice-asian-staff-offer/6421716176.html,"Atlanta,Road,Suite,K",12/11/2017 17:22,33.810746,-84.270887,Lawrenceville Hwy. at North Druid Hill.,32:15.3,CL1
"Grand Opening -- Elite Hands Massage by Experienced Professional Licensed TherapistsElite Hands MassageFirst timers can get a body massage (1 hour) for $49Olde Town Center216 Atlanta Road, Suite K, Cummings ,GA 30040Tel: show contact infoMon-Sat 10:30am - 10:00pmSunday 11:00am - 9:30pm",〓〓〓$49 〓〓〓SPECIAL 〓〓,https://atlanta.craigslist.org/nat/thp/d/49-special/6421693804.html,"Cobb,Pkwy",12/11/2017 17:05,34.204269,-84.136305,216 Atlanta Road,32:25.6,CL1
"Welcome to Sisi Massage! Grand opening special: $80/2hr. $50/hr.180 Cobb Pkwy SSuite 80Marietta, GA 30060Google Map(I-75 Exit #263 or #265, 1 Min drive to Marietta Trade Center. Next to GNC & Footlocker)  show contact info (Call or Text)Therapeutic Massage Types:1. Full body massage 2. Deep tissue massage 3. Swedish massage 4. Couples massage 5. Four-handed massage*Grand opening special: $80/2hr. $50/hr.*Free hot stone therapy and Free back walking Open 7 days a week 10 AM to 10 PM We accept Cash, Visa, MC, Amex, Discover.Both appointments and walk-ins are welcome.Friendly Asian therapists, comfortable environment, enough parking space, guaranteed.Google Map  show contact info (Call or Text)Look forward to seeing you soon! ",ðŸ”´ðŸ”µðŸ”´ðŸ”µGrand Opening Special $80/2Hr@Sisi Massage,https://atlanta.craigslist.org/atl/thp/d/grand-opening-special-80/6421685372.html,"Windy,Hill,Rd,SE",12/11/2017 16:59,33.947401,-84.522178,180 Cobb Pkwy S Ste 80,32:36.0,CL1
"Li Massage offers wonderful Asian massage performed by our nicest and most professional therapists. We are trained in specific techniques to relieve pain and stress in our private VIP rooms or couple rooms with relaxing environment and soft music.You have the option to choose massage therapists as you like.  Now Li Massage is celebrating grand opening:1-Hour Full Body Massage for $50. 2359 Windy Hill Rd SESuite 225Marietta, GA 30067Google Map(I-75 Exit #260, Windy Hill Village Shopping Center, Next to Blue Moon Pizza & AVIS car rental)  show contact info (Call or Text)Therapeutic Massage Types and Price:1. Full body massage 2. Deep tissue massage 3. Swedish massage 4. Couples massage 5. Four-handed massage*Grand opening special: $50/hr. *Free hot stone therapy and free back walking.*Table shower is $10. Free table shower for 2-hour massage and 4-handed massage. We accept Cash, Visa, MC, Amex, Discover.Open 7 days a week 10 AM to 10 PM.Both appointments and walk-ins are welcome.2359 Windy Hill Rd SESuite 225Marietta, GA 30067Google Map(I-75 Exit #260, Windy Hill Village Shopping Center, Next to Blue Moon Pizza & AVIS car rental)  show contact info (Call or Text)We look forward to seeing you soon. ",ðŸ’™ðŸ’™Li Massage MariettaðŸ’™ðŸ’™Professional Massage,https://atlanta.craigslist.org/atl/thp/d/li-massage/6421679920.html,,12/11/2017 16:56,33.904919,-84.485443,"2359 Windy Hill Rd SE Marietta, GA 30067",32:46.3,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/zensational/6421640533.html,"google,map", ,,,,32:56.6,CL1
Hello Gentlemen! My name is Elizabeth. I am a licensed massage therapist. I travel to areas located in Metro Atlanta. Therapeutic Massage - $150.00 HourlyFor an appointment call  show contact infoPlease leave a messageSee you soon!!!*RELIEVE PAIN *PROMOTE RELAXATION* REDUCE STRESS & TENSION*    ,Schedule Your Appointment Today!,https://atlanta.craigslist.org/atl/thp/d/schedule-your-appointment/6421639485.html,Outcall,12/11/2017 16:28,33.8687,-84.3351,,33:06.9,CL1
"license info: MA28129 Tired and stressed by long work hours? I'm an experienced masseuse. I have experience of over ten years. I created unique technic to help people get rid of stress, headache, muscle pain and to get the best relaxation massage. Please allow me to pamper you. I can help you unwind from your daily challenges and stresses. My current goal is to treat you to a Superior Relax. Trust is a very crucial ingredient in giving and receiving body care and soul, that is what I offer you. My trust and my word that I will always have your best interest at heart. We can achieve this through proper communication of our expectations and knowing a little more about who I am as a person and as a professional.Thank you for taking the time to allow me to distress and make your life a little more joyful with my amazing techniques! Rate: 100 hour rate Call me at  show contact info",Zen Relaxation,https://atlanta.craigslist.org/nat/thp/d/zen-relaxation/6421609730.html,"woodstock,rosewell",12/11/2017 16:08,33.9335,-84.3958,,33:17.1,CL1
"90mins with free table shower and free coconut oil or special oil.Don't look further.come try our massage, Our Therapists will make your experience with us truly relaxed &unforgettable. You will want to come back for more. XU YA Massage is combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. It enables better ovygenated blood flow helping tissue repair, slows aging & helps relax your body & state of mind and LIFTS your tired muscles back to LIFE again. You will feel so good with your endorphins at end of massage its like having a new rejuvenated body. Don't wait ,Come try our massage. Reflexology & Ionic Detox also available.Try us out & get a truly relaxing lifting experience. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.show contact info",Well Trained therapists for truly Relaxing experience,https://atlanta.craigslist.org/nat/thp/d/well-trained-therapists-for/6421609510.html,,12/11/2017 16:08,34.106,-84.5117,14865 hwy 92 suite 3,33:27.3,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/amazing-asian-massageroswell/6421605604.html,, ,,,,33:37.7,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/professional-massage-uu/6421588831.html,"roswell,woodstock,acworth,marietta", ,,,,33:48.0,CL1
"   YY MASSAGE     OPEN 9AM-10PM 7days a weekNEW TABLE SHOWER AVAILABLE IN STORE NOW!!!COME TRY FOR FREE!!TEL: Call  show contact infoor TEXT show contact info (CALL NOW FOR APPOINTMENT AND GET FREE Table Shower!)Location: 4651 woodstock rd ste460 roswell GA 30075BODY MASSAGE $59.99/hr(when mention this ad for FREE Table shower)4 hands Body massage $119.99/hr(appointment only) COME AND GIVE A TRY YOU WILL BE SURPRISE!!!***YY MASSAGE WILL GIVE BEST RELAXATION EVER***WALK IN & APPOINTMENT WELCOME!!DON'T Wait... COME NOW!! CALL for Special Price  show contact infoExperience the Most Amazing Feeling!!We pride ourselves in offering a quiet, soothing atmosphere. Located in an excellent area we offer several different massages, including:SwedishDeep Tissue Body massage Soft Touch  ",⭐Grand opening⭐FREE Table Shower★Full body massage,https://atlanta.craigslist.org/atl/thp/d/grand-openingfree-table/6421572531.html,"Nandina,Lane",12/11/2017 15:43,34.060745,-84.417714,4651 woodstock rd ste460,33:58.3,CL1
"Sweet Massage5064 Nandina LaneDunwoody, GA 30338Open 7 days a week.Monday - Saturday: 10:00am - 9:00pmSunday: 12:00 noon - 8:30pm    ",Sweet Massage - Dunwoody - Holiday Sale,https://atlanta.craigslist.org/atl/thp/d/sweet-massage-dunwoody/6421559470.html,Roswell,12/11/2017 15:35,33.94692,-84.335883,5064 Nandina Lane,34:08.6,CL1
"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    ",Delightful Spa Asian Massage,https://atlanta.craigslist.org/nat/thp/d/delightful-spa-asian-massage/6421550699.html,"Jones,Bridge,Rd,Ste",12/11/2017 15:29,34.061923,-84.405972,1470 Woodstock Rd,34:18.9,CL1
"   ~~Welcome to try the best Asian Massage in Johns Creek: Rose Massage   Special Discount Offer: One hour Free with 10 Visits10955 Jones Bridge Rd Ste 113 , Johns Creek, 30022 GAFor more information https://plus.google.com/+RoseMassageJohnsCreek/about",❤Welcome to try the best Asian Massage~❤~Please call 4702233888,https://atlanta.craigslist.org/eat/thp/d/welcome-to-try-the-best-asian/6421519428.html,,12/11/2017 15:09,34.0268,-84.2422,10955 Jones Bridge Rd ste 113,34:29.2,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/female-outcall-hotel-massage/6421504451.html,"Norcross,Duluth,Doraville,Johns,Creek", ,,,,34:39.6,CL1
---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,"ğŸ”´ğŸ”´Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6421496724.html,,12/11/2017 14:55,33.95064,-84.197695,5245 Buford Hwy,34:50.0,CL1
Now is the time to pamper yourself!Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassagePrivate Shower For Your ConvenienceMassage Pro3105 Peachtree Parkway Suite 103 (141) Exit 13 on Ga 400show contact infowww.massageproga.com    ,"MASSAGE PRO (Alpharetta / Johns Creek / Suwanee, Peachtree Pkwy. 141 )",https://atlanta.craigslist.org/nat/thp/d/massage-pro-alpharetta-johns/6421474780.html,"google,map",12/11/2017 14:42,34.0425,-84.0262,Peachtree Parkway at Bride Ridge Dr,35:00.3,CL1
